,time,data
2898,1162060.352385275,"[0.027495549991726875, 0.008349180221557617, 0.049889061599969864, -0.0030365700367838144, 0.01470503956079483, 0.015522809699177742, 0.04533158987760544, -0.00825877021998167, -0.011514759622514248, -0.019891690462827682, 0.012371179647743702, -0.010892359539866447, -0.004633069969713688, -0.010831319727003574, 0.05135370045900345, 0.007256810087710619, -0.004391769878566265, 0.034396830946207047, -0.012269959785044193, -0.02886529080569744, -0.009930980391800404, -0.0047644698061048985, -0.010838859714567661, -0.026723740622401237, -0.013228390365839005, -0.010605639778077602, 0.07023134082555771, -0.012949669733643532, 0.0017789800185710192, -0.008987519890069962, 0.07995621860027313, 0.03332844004034996, -0.005372399929910898, -0.008049475029110909, -0.008112399838864803, -0.005123300012201071, -0.006508974824100733, -0.006570050027221441, -0.006466499995440245, -0.01046927459537983, -0.004560024943202734, -0.007615049835294485, -0.008135350421071053, -0.005113400053232908, -0.006743675097823143, -0.006520525086671114, -0.006596350111067295, -0.010296599939465523, -0.0034292249474674463, -0.0079693254083395, -0.007964424788951874, -0.005460274871438742, -0.006461900193244219, -0.006551649887114763, -0.0063921501860022545, -0.010304399766027927, 0.0, 2187143.0]"
2899,1162060.3543384,"[0.04872852936387062, 0.018984809517860413, 0.056843359023332596, 0.008488230407238007, 0.03429250046610832, 0.027311090379953384, 0.05277803912758827, -0.001124619971960783, -0.012337160296738148, -0.019393060356378555, 0.017863469198346138, -0.007756960112601519, -0.003067160025238991, -0.00780005007982254, 0.05506156012415886, 0.013745879754424095, -0.0037193100433796644, 0.03802433982491493, -0.009943479672074318, -0.029744090512394905, -0.008873299695551395, -0.003232989925891161, -0.009114949963986874, -0.026590390130877495, -0.006567759905010462, -0.004265510011464357, 0.07507602870464325, -0.011968960054218769, 0.007956519722938538, 0.0009023899910971522, 0.08388607203960419, 0.037501461803913116, -0.005338749848306179, -0.008031275123357773, -0.008092975243926048, -0.00510997511446476, -0.006494800094515085, -0.006556924898177385, -0.006452724803239107, -0.010449225082993507, -0.0045328750275075436, -0.007597224786877632, -0.008118675090372562, -0.005100424867123365, -0.0067328498698771, -0.006506924983114004, -0.006588224787265062, -0.01027392502874136, -0.003405099967494607, -0.007953249849379063, -0.007951349951326847, -0.005454400088638067, -0.00644670007750392, -0.006536049768328667, -0.006377900019288063, -0.010285424999892712, 0.0, 2187144.0]"
2900,1162060.356291525,"[0.04067761078476906, 0.014203440397977829, 0.05524212867021561, 0.0038957700598984957, 0.028524629771709442, 0.023733219131827354, 0.05126823112368584, -0.005518659949302673, -0.013666399754583836, -0.02250768058001995, 0.015362249687314034, -0.01148866955190897, -0.006721020210534334, -0.011673569679260254, 0.053663469851017, 0.011322209611535072, -0.00744241988286376, 0.03612589091062546, -0.013650589622557163, -0.031017109751701355, -0.012505659833550453, -0.006981830112636089, -0.012802669778466225, -0.02920801006257534, -0.009348760358989239, -0.00726991007104516, 0.0739351287484169, -0.014750190079212189, 0.00583876995369792, -0.0024567199870944023, 0.08324666321277618, 0.03612077981233597, -0.005329799838364124, -0.008024575188755989, -0.008084625005722046, -0.005106475204229355, -0.006492475047707558, -0.006557750049978495, -0.0064504751935601234, -0.010441100224852562, -0.004526275210082531, -0.007592475041747093, -0.008113550022244453, -0.005087850149720907, -0.006731974892318249, -0.006505275145173073, -0.006586149800568819, -0.010267550125718117, -0.0034007250797003508, -0.007951225154101849, -0.00794682465493679, -0.005441724788397551, -0.006445724982768297, -0.006534774787724018, -0.006377025041729212, -0.010282100178301334, 0.0, 2187145.0]"
2901,1162060.35824465,"[0.00442800996825099, -0.0038100399542599916, 0.04520456865429878, -0.014649610035121441, -0.000470539991511032, 0.00511483009904623, 0.04089668020606041, -0.018942510709166527, -0.014480270445346832, -0.024881750345230103, 0.005601560231298208, -0.01897237077355385, -0.011863989755511284, -0.019297659397125244, 0.047629550099372864, 0.0008758400217629969, -0.011597890406847, 0.028994310647249222, -0.020545490086078644, -0.03173251822590828, -0.01589391939342022, -0.012583109550178051, -0.019174229353666306, -0.031132159754633904, -0.020615719258785248, -0.018414409831166267, 0.06717754900455475, -0.017203690484166145, -0.0038990499451756477, -0.017427319660782814, 0.07721412181854248, 0.029147859662771225, -0.005337450187653303, -0.008023150265216827, -0.008084975183010101, -0.00510722491890192, -0.006494725123047829, -0.006557925138622522, -0.006450274959206581, -0.010437075048685074, -0.004531174898147583, -0.007592349778860807, -0.008113275282084942, -0.005090349819511175, -0.006734299939125776, -0.006508475169539452, -0.006588275078684092, -0.010263275355100632, -0.00339709990657866, -0.007951050065457821, -0.007943974807858467, -0.005437824875116348, -0.00644840020686388, -0.006537099834531546, -0.00638067489489913, -0.010282199829816818, 0.0, 2187146.0]"
2902,1162060.360197775,"[-0.020135920494794846, -0.015344800427556038, 0.03262436017394066, -0.026464339345693588, -0.019376909360289574, -0.01287768967449665, 0.027766410261392593, -0.026529189199209213, -0.014234820380806923, -0.02503751963376999, -0.004587139934301376, -0.022051960229873657, -0.013223839923739433, -0.022505439817905426, 0.04079299047589302, -0.010834909975528717, -0.012363649904727936, 0.02094108983874321, -0.023438649252057076, -0.03140883892774582, -0.016329290345311165, -0.014317560009658337, -0.0218476802110672, -0.03122103027999401, -0.030726639553904533, -0.027419209480285645, 0.058919280767440796, -0.01758684031665325, -0.015121020376682281, -0.02844071015715599, 0.06986457854509354, 0.020529190078377724, -0.00535222515463829, -0.008036425337195396, -0.0081026004627347, -0.00511620007455349, -0.006509524770081043, -0.0065718749538064, -0.00646277517080307, -0.01045295037329197, -0.0045415498316287994, -0.007607949897646904, -0.008127150125801563, -0.005097649991512299, -0.006745224818587303, -0.006523150019347668, -0.006600924767553806, -0.010278575122356415, -0.003377750050276518, -0.007964800111949444, -0.00795727502554655, -0.0054471250623464584, -0.006459575146436691, -0.006548849865794182, -0.0063935499638319016, -0.010300399735569954, 0.0, 2187147.0]"
2903,1162060.3621509,"[-0.023026080802083015, -0.01625555008649826, 0.025081109255552292, -0.02739669941365719, -0.021402159705758095, -0.01649818941950798, 0.01974440924823284, -0.026710480451583862, -0.013181519694626331, -0.024080870673060417, -0.008041350170969963, -0.02159309946000576, -0.01244394015520811, -0.022054269909858704, 0.037031181156635284, -0.01670425944030285, -0.01143185980618, 0.017002999782562256, -0.022894030436873436, -0.030330389738082886, -0.015439010225236416, -0.013577540405094624, -0.021237220615148544, -0.030258530750870705, -0.032561011612415314, -0.02864100970327854, 0.053765278309583664, -0.016838189214468002, -0.021280739456415176, -0.02974748983979225, 0.06534431129693985, 0.01570633053779602, -0.005372750107198954, -0.008052525110542774, -0.008117024786770344, -0.0051236748695373535, -0.006517475005239248, -0.006578649859875441, -0.006471875123679638, -0.010464174672961235, -0.004566675052046776, -0.007619049865752459, -0.008139524608850479, -0.005101049784570932, -0.00675360020250082, -0.006530699785798788, -0.006608175113797188, -0.010291550308465958, -0.0033950998913496733, -0.007975299842655659, -0.007968350313603878, -0.005450800061225891, -0.006467975210398436, -0.006557925138622522, -0.006401250138878822, -0.010316399857401848, 0.0, 2187148.0]"
2904,1162060.364104025,"[-0.021763280034065247, -0.01504466962069273, 0.025901470333337784, -0.02620881050825119, -0.020214909687638283, -0.015334050171077251, 0.020289139822125435, -0.025380410254001617, -0.012031540274620056, -0.022864000871777534, -0.00690151983872056, -0.020395370200276375, -0.01117268018424511, -0.020816519856452942, 0.03768287971615791, -0.015780309215188026, -0.01014022994786501, 0.01859688013792038, -0.02156911976635456, -0.02919412963092327, -0.0142575204372406, -0.012268190272152424, -0.019793130457401276, -0.029053639620542526, -0.03153074160218239, -0.02758478932082653, 0.0538150817155838, -0.01574883982539177, -0.020290439948439598, -0.028842680156230927, 0.06547734886407852, 0.01670444943010807, -0.005394024774432182, -0.00807182490825653, -0.008131749927997589, -0.00513872504234314, -0.006524974945932627, -0.006584499962627888, -0.006479599978774786, -0.010478549636900425, -0.004593099933117628, -0.0076338499784469604, -0.008151674643158913, -0.005106974858790636, -0.006761500146239996, -0.006538874935358763, -0.00661537516862154, -0.010309150442481041, -0.003433974925428629, -0.007986250333487988, -0.00797940045595169, -0.00546154985204339, -0.00647522509098053, -0.006567549891769886, -0.0064101750031113625, -0.010333425365388393, 0.0, 2187149.0]"
2905,1162060.36605715,"[-0.016009710729122162, -0.01165809016674757, 0.03364536166191101, -0.02308223955333233, -0.016397729516029358, -0.009621799923479557, 0.0281261894851923, -0.022408869117498398, -0.011394579894840717, -0.021883539855480194, -0.001722540007904172, -0.018483620136976242, -0.0095585398375988, -0.01875372976064682, 0.04210244119167328, -0.009030209854245186, -0.0085854297503829, 0.024261919781565666, -0.01935175061225891, -0.028595909476280212, -0.01314197015017271, -0.01033965963870287, -0.017260760068893433, -0.028135960921645164, -0.027900850400328636, -0.024360550567507744, 0.05882205069065094, -0.014827069826424122, -0.013254189863801003, -0.02620748057961464, 0.06991800665855408, 0.022335659712553024, -0.0053888000547885895, -0.008071474730968475, -0.008132625371217728, -0.005140900146216154, -0.0065210252068936825, -0.006578550208359957, -0.006476324982941151, -0.010477550327777863, -0.004590849857777357, -0.00763330003246665, -0.008148349821567535, -0.005108424928039312, -0.006755425129085779, -0.006534275133162737, -0.00661069992929697, -0.010307924821972847, -0.00346174999140203, -0.007982674986124039, -0.007980025373399258, -0.005460824817419052, -0.006472275126725435, -0.006563874892890453, -0.006403674837201834, -0.010330400429666042, 0.0, 2187150.0]"
2906,1162060.368010275,"[0.009138279594480991, -0.0002113899972755462, 0.0445239394903183, -0.01184874027967453, -0.00015578999591525644, 0.005953039973974228, 0.03946337848901749, -0.013874090276658535, -0.011350319720804691, -0.020717140287160873, 0.007501610089093447, -0.013927659951150417, -0.0064969900995492935, -0.01399098988622427, 0.048330310732126236, 0.001633979962207377, -0.005955330096185207, 0.031229520216584206, -0.01486924011260271, -0.02863321080803871, -0.011274640448391438, -0.006669769994914532, -0.01277134008705616, -0.027259329333901405, -0.018740059807896614, -0.01588325947523117, 0.0664079412817955, -0.013793890364468098, -0.003166039939969778, -0.01666511967778206, 0.07663176953792572, 0.029746530577540398, -0.005376224871724844, -0.008060725405812263, -0.008123000152409077, -0.005125374998897314, -0.006514550186693668, -0.006572974845767021, -0.0064714751206338406, -0.010472550056874752, -0.004575924947857857, -0.007624275051057339, -0.008140049874782562, -0.00511367479339242, -0.006748950108885765, -0.006526450160890818, -0.0066054752096533775, -0.010304374620318413, -0.0034308501053601503, -0.007976625114679337, -0.007972749881446362, -0.005462899804115295, -0.006466050166636705, -0.006557125132530928, -0.006394850090146065, -0.0103217251598835, 0.0, 2187151.0]"
2907,1162060.3699634,"[0.04028838872909546, 0.013928310014307499, 0.05384941026568413, 0.0029948600567877293, 0.02436693012714386, 0.021661410108208656, 0.0493035688996315, -0.004063259810209274, -0.011837540194392204, -0.019255489110946655, 0.015389679931104183, -0.009027089923620224, -0.0035424900706857443, -0.009061150252819061, 0.053494010120630264, 0.010744189843535423, -0.0038683901075273752, 0.036488551646471024, -0.010857289656996727, -0.029196439310908318, -0.008990810252726078, -0.0035051601007580757, -0.009302400052547455, -0.026367489248514175, -0.009609309956431389, -0.007075069937855005, 0.07291915267705917, -0.01216157991439104, 0.005344470031559467, -0.003966710064560175, 0.08244006335735321, 0.03561588004231453, -0.005347900092601776, -0.00803884956985712, -0.008102974854409695, -0.0051179248839616776, -0.00650237500667572, -0.006559549830853939, -0.006456724833697081, -0.010452925227582455, -0.004555650055408478, -0.0076051498763263226, -0.00812270026654005, -0.005099549889564514, -0.006738774944096804, -0.00651129987090826, -0.00659500015899539, -0.010287725366652012, -0.003401299938559532, -0.0079608503729105, -0.007956675253808498, -0.005454900208860636, -0.0064519247971475124, -0.006540224887430668, -0.006383100058883429, -0.010300025343894958, 0.0, 2187152.0]"
2908,1162060.371916525,"[0.04890016093850136, 0.018210409209132195, 0.057272158563137054, 0.00786776002496481, 0.03336358070373535, 0.02707022987306118, 0.05303363874554634, -0.0017308100359514356, -0.012975900433957577, -0.020519070327281952, 0.01756957918405533, -0.008823170326650143, -0.004317369777709246, -0.008871249854564667, 0.05503702908754349, 0.013517799787223339, -0.005216800142079592, 0.03776548057794571, -0.011162079870700836, -0.030325179919600487, -0.010113510303199291, -0.0042810700833797455, -0.00994752999395132, -0.0276335496455431, -0.0069279298186302185, -0.004518640227615833, 0.07528237998485565, -0.012896779924631119, 0.008046059869229794, 0.0004453900037333369, 0.08388607203960419, 0.03750457987189293, -0.005324175115674734, -0.008026150055229664, -0.008091075345873833, -0.005114024970680475, -0.0064956750720739365, -0.006553050130605698, -0.006452899891883135, -0.010441349819302559, -0.004541149828583002, -0.00759640010073781, -0.008114525116980076, -0.0050837998278439045, -0.006735775154083967, -0.00650722486898303, -0.006592224817723036, -0.010276474989950657, -0.003373075043782592, -0.007953399792313576, -0.007948850281536579, -0.00544755021110177, -0.006446950137615204, -0.006536224856972694, -0.006378800142556429, -0.010286925360560417, 0.0, 2187153.0]"
2909,1162060.37386965,"[0.025709230452775955, 0.005844930186867714, 0.051385339349508286, -0.0046281698159873486, 0.014592680148780346, 0.015774350613355637, 0.04706399142742157, -0.0115911103785038, -0.014173120260238647, -0.02389281988143921, 0.01124672032892704, -0.01522601954638958, -0.009546410292387009, -0.015406100079417229, 0.05116550996899605, 0.006845629774034023, -0.009890140034258366, 0.03317373991012573, -0.01714552938938141, -0.03145604953169823, -0.014452289789915085, -0.009765289723873138, -0.015677019953727722, -0.030353469774127007, -0.01424723956733942, -0.01183876022696495, 0.07126996666193008, -0.016179800033569336, 0.0019082099897786975, -0.009238569997251034, 0.08096229285001755, 0.03333726152777672, -0.005316799972206354, -0.008019175380468369, -0.008082125335931778, -0.005112099926918745, -0.006492725107818842, -0.006550350226461887, -0.006451049819588661, -0.010431225411593914, -0.004527625162154436, -0.007590825203806162, -0.0081107746809721, -0.00508547481149435, -0.006732025183737278, -0.006504150107502937, -0.006589199882000685, -0.010264274664223194, -0.0033642249181866646, -0.00794757530093193, -0.007946024648845196, -0.005443424917757511, -0.006444775033742189, -0.006534299813210964, -0.00637697521597147, -0.010274999774992466, 0.0, 2187154.0]"
2910,1162060.375822775,"[-0.011412159539759159, -0.011508760042488575, 0.039148539304733276, -0.022462500259280205, -0.013340519741177559, -0.0053418101742863655, 0.03437921032309532, -0.023997150361537933, -0.014494679868221283, -0.02512286975979805, 0.00010399000166216865, -0.021196940913796425, -0.012985269539058208, -0.021583840250968933, 0.04412103816866875, -0.005307040177285671, -0.012364369817078114, 0.024843739345669746, -0.022660810500383377, -0.03170691058039665, -0.01633067987859249, -0.013879789970815182, -0.020993009209632874, -0.03133567050099373, -0.026578569784760475, -0.023625360801815987, 0.06313017755746841, -0.017573419958353043, -0.009568500332534313, -0.02445331960916519, 0.07366743683815002, 0.024833079427480698, -0.005330950021743774, -0.00803030002862215, -0.008090199902653694, -0.005112349987030029, -0.006503774784505367, -0.006563600152730942, -0.006461000069975853, -0.010440325364470482, -0.004547275137156248, -0.007602274883538485, -0.008123950101435184, -0.00508922478184104, -0.006739425007253885, -0.006517425179481506, -0.0065985750406980515, -0.010274900123476982, -0.003369899932295084, -0.007958224974572659, -0.007955824956297874, -0.005448350217193365, -0.006454775109887123, -0.006545974873006344, -0.006388424895703793, -0.010286624543368816, 0.0, 2187155.0]"
2911,1162060.3777759,"[-0.022483840584754944, -0.016337139531970024, 0.028516670688986778, -0.027430400252342224, -0.021128930151462555, -0.015829790383577347, 0.023284200578927994, -0.026959890499711037, -0.013796299695968628, -0.024647610262036324, -0.007041359785944223, -0.02201670967042446, -0.012976599857211113, -0.022473059594631195, 0.03854257985949516, -0.01458618976175785, -0.012040689587593079, 0.01850973069667816, -0.0233747698366642, -0.03095765970647335, -0.01597270928323269, -0.014078970067203045, -0.021729370579123497, -0.03082500956952572, -0.032335709780454636, -0.028499240055680275, 0.05604438856244087, -0.017322760075330734, -0.01878166012465954, -0.029648270457983017, 0.06742268055677414, 0.0177675299346447, -0.005365199875086546, -0.008042975328862667, -0.008105275221168995, -0.005122675094753504, -0.006513800006359816, -0.006575299892574549, -0.006468675099313259, -0.010455300100147724, -0.004562749993056059, -0.0076117501594126225, -0.008136024698615074, -0.0050924248062074184, -0.006746849976480007, -0.006528399884700775, -0.0066041499376297, -0.010287599638104439, -0.0034111749846488237, -0.00797087512910366, -0.007966824807226658, -0.005452299956232309, -0.006462799850851297, -0.006555649917572737, -0.006396099925041199, -0.010301824659109116, 0.0, 2187156.0]"
2912,1162060.379729025,"[-0.022762909531593323, -0.01582665927708149, 0.024652209132909775, -0.02694777026772499, -0.021045450121164322, -0.016186660155653954, 0.01911148987710476, -0.026161260902881622, -0.012618869543075562, -0.023490900173783302, -0.007874810136854649, -0.02108336053788662, -0.011876310221850872, -0.02152129076421261, 0.03673454001545906, -0.01710863970220089, -0.010846319608390331, 0.01708911918103695, -0.022331740707159042, -0.029760509729385376, -0.014864889904856682, -0.012969880364835262, -0.020640669390559196, -0.029667360708117485, -0.03225218877196312, -0.02822040021419525, 0.053102049976587296, -0.0163447093218565, -0.02177640050649643, -0.029443910345435143, 0.06491942703723907, 0.015598979778587818, -0.005393700208514929, -0.0080594252794981, -0.008126550354063511, -0.005129824858158827, -0.006525424774736166, -0.0065887002274394035, -0.006477599963545799, -0.010477599687874317, -0.0045957500115036964, -0.007624974939972162, -0.008150574751198292, -0.005099799949675798, -0.006758024916052818, -0.006539724767208099, -0.00660899979993701, -0.010306400246918201, -0.0034476749133318663, -0.007984049618244171, -0.007980999536812305, -0.0054507749155163765, -0.006473550107330084, -0.006564274895936251, -0.006406549829989672, -0.010322599671781063, 0.0, 2187157.0]"
2913,1162060.38168215,"[-0.02023031935095787, -0.014053519815206528, 0.029039980843663216, -0.025255540385842323, -0.019072139635682106, -0.01379477046430111, 0.023422179743647575, -0.02443636953830719, -0.011675659567117691, -0.022384440526366234, -0.0051663899794220924, -0.019753580912947655, -0.010563310235738754, -0.020096780732274055, 0.039296891540288925, -0.013446800410747528, -0.009499910287559032, 0.020841330289840698, -0.02078285999596119, -0.028832249343395233, -0.013738449662923813, -0.011486420407891273, -0.018922049552202225, -0.02858022041618824, -0.03048449009656906, -0.026529230177402496, 0.055591560900211334, -0.015321290120482445, -0.017774460837244987, -0.028086800128221512, 0.06720364838838577, 0.01903163082897663, -0.005402475129812956, -0.008063750341534615, -0.008132549934089184, -0.00514120003208518, -0.006526474840939045, -0.006584974937140942, -0.006478025112301111, -0.010481050238013268, -0.00459352508187294, -0.007627424784004688, -0.008152250200510025, -0.005103799980133772, -0.006758200004696846, -0.006539649795740843, -0.006609024945646524, -0.010311074554920197, -0.0034636249765753746, -0.007985524833202362, -0.007980650290846825, -0.0054581500589847565, -0.006476350128650665, -0.006563624832779169, -0.006405800115317106, -0.010327625088393688, 0.0, 2187158.0]"
2914,1162060.383635275,"[-0.007344760000705719, -0.007560649886727333, 0.038691479712724686, -0.019202670082449913, -0.011414799839258194, -0.0035227600019425154, 0.033322010189294815, -0.019256649538874626, -0.011317269876599312, -0.02141549065709114, 0.0023008401039987803, -0.016835439950227737, -0.008381940424442291, -0.01687042973935604, 0.04486970975995064, -0.004289249889552593, -0.007425710093230009, 0.027472859248518944, -0.01751226931810379, -0.02852039970457554, -0.012413370423018932, -0.008646479807794094, -0.015459699556231499, -0.027749059721827507, -0.024320850148797035, -0.020839279517531395, 0.06214819848537445, -0.014454740099608898, -0.008907030336558819, -0.023106299340724945, 0.07300709187984467, 0.025855420157313347, -0.005398524925112724, -0.008064850233495235, -0.008133850060403347, -0.005143525078892708, -0.006523800082504749, -0.006581475026905537, -0.006475300062447786, -0.010481799952685833, -0.0045918249525129795, -0.007625950034707785, -0.008150325156748295, -0.005103474948555231, -0.006757474970072508, -0.00653795013204217, -0.0066077751107513905, -0.010312625207006931, -0.003458400024101138, -0.007986624725162983, -0.007978799752891064, -0.005463224835693836, -0.006474425084888935, -0.0065629747696220875, -0.006402300205081701, -0.010327699594199657, 0.0, 2187159.0]"
2915,1162060.3855884,"[0.025038879364728928, 0.006472529843449593, 0.04924463853240013, -0.005052969790995121, 0.010357010178267956, 0.01330833975225687, 0.04433903098106384, -0.009237390011548996, -0.011525610461831093, -0.020041370764374733, 0.011354089714586735, -0.011634769849479198, -0.005058830138295889, -0.011465489864349365, 0.050887588411569595, 0.006189510226249695, -0.0046949200332164764, 0.03388619050383568, -0.012772469781339169, -0.028793180361390114, -0.010205590166151524, -0.004711709916591644, -0.011170660145580769, -0.026812490075826645, -0.01445361040532589, -0.011448180302977562, 0.06952804327011108, -0.01324906013906002, 0.0008271400001831353, -0.011268530040979385, 0.07956436276435852, 0.03276282921433449, -0.005375649780035019, -0.00804820004850626, -0.008117400109767914, -0.005136149935424328, -0.006509524770081043, -0.006567750126123428, -0.006460149772465229, -0.01046657469123602, -0.004567274823784828, -0.007611025124788284, -0.008134850300848484, -0.005104925017803907, -0.006744975224137306, -0.006523999851197004, -0.0065922001376748085, -0.010294999927282333, -0.0034234249033033848, -0.007970575243234634, -0.007966225035488605, -0.005454625003039837, -0.00646047480404377, -0.00655012484639883, -0.006390249822288752, -0.010310200043022633, 0.0, 2187160.0]"
2916,1162060.387541525,"[0.0476091094315052, 0.017319530248641968, 0.056391701102256775, 0.006504669785499573, 0.029929449781775475, 0.02524374984204769, 0.0518927201628685, -0.001942110015079379, -0.012286210432648659, -0.019387999549508095, 0.017048170790076256, -0.008247270248830318, -0.003361149923875928, -0.008141749538481236, 0.054760098457336426, 0.012998769991099834, -0.003867009887471795, 0.03764348849654198, -0.010223469696938992, -0.029610110446810722, -0.00907117035239935, -0.0028962099459022284, -0.009231260046362877, -0.026560679078102112, -0.007610369939357042, -0.004895240068435669, 0.07447943091392517, -0.012294970452785492, 0.007162159774452448, -0.0014580900315195322, 0.08388607203960419, 0.03706241026520729, -0.005348824895918369, -0.008032324723899364, -0.008098449558019638, -0.005121475085616112, -0.006499549839645624, -0.006558550056070089, -0.006453650072216988, -0.010453149676322937, -0.004545500036329031, -0.0076028998009860516, -0.008123950101435184, -0.00509577477350831, -0.00673554977402091, -0.006513949949294329, -0.006587049923837185, -0.010281800292432308, -0.0033971250522881746, -0.007958725094795227, -0.007954049855470657, -0.0054444000124931335, -0.006452724803239107, -0.006540949922055006, -0.006384325213730335, -0.010296224616467953, 0.0, 2187161.0]"
2917,1162060.38949465,"[0.04142032936215401, 0.013597819954156876, 0.05536169931292534, 0.002983550075441599, 0.025736939162015915, 0.022688360884785652, 0.0509895496070385, -0.005548850167542696, -0.013544400222599506, -0.022214500233530998, 0.01511130016297102, -0.011373610235750675, -0.006572810001671314, -0.011410440318286419, 0.05369628965854645, 0.011232970282435417, -0.00728012016043067, 0.03611233830451965, -0.01343447994440794, -0.030847569927573204, -0.0123146902769804, -0.0062241400592029095, -0.01251841988414526, -0.02896776981651783, -0.00975492037832737, -0.007187969982624054, 0.07374812662601471, -0.014684470370411873, 0.0055702198296785355, -0.0038861199282109737, 0.08331400901079178, 0.03604232147336006, -0.005332950036972761, -0.008018924854695797, -0.008082974702119827, -0.005120925139635801, -0.006494475062936544, -0.006550924852490425, -0.006447149906307459, -0.010438274592161179, -0.00452772481366992, -0.007593074813485146, -0.008114725351333618, -0.005081799812614918, -0.006728599779307842, -0.006506300065666437, -0.006583900190889835, -0.010264850221574306, -0.0033916248939931393, -0.007948675192892551, -0.007944599725306034, -0.005444074980914593, -0.006446775048971176, -0.006534675136208534, -0.006377649959176779, -0.010282625444233418, 1.0, 2187162.0]"
2918,1162060.391447775,"[0.004662809893488884, -0.004017789848148823, 0.04546413943171501, -0.014986949972808361, -0.0018145600333809853, 0.004544809926301241, 0.040884509682655334, -0.01886712945997715, -0.014395040459930897, -0.024725910276174545, 0.005297889932990074, -0.018857629969716072, -0.011750619858503342, -0.019065970554947853, 0.0476314015686512, 0.000734969973564148, -0.01154871005564928, 0.029014550149440765, -0.020387139171361923, -0.031631339341402054, -0.015774060040712357, -0.012128069996833801, -0.01907424069941044, -0.030994439497590065, -0.020823229104280472, -0.018102960661053658, 0.06709457188844681, -0.0171291995793581, -0.004054639954119921, -0.01814291998744011, 0.0773250013589859, 0.029143579304218292, -0.0053265998139977455, -0.008023524656891823, -0.008086925372481346, -0.005129174795001745, -0.006499925162643194, -0.006557275075465441, -0.006454050075262785, -0.010443650186061859, -0.004528924822807312, -0.007596274837851524, -0.008117275312542915, -0.005076299887150526, -0.006735474802553654, -0.006512775085866451, -0.0065911500714719296, -0.01026539970189333, -0.0033851999323815107, -0.007954150438308716, -0.007948650047183037, -0.005443974863737822, -0.006452899891883135, -0.00653927493840456, -0.006384850014001131, -0.010285625234246254, 0.0, 2187163.0]"
2919,1162060.3934009,"[-0.020160259678959846, -0.015310660004615784, 0.03301887959241867, -0.026438700035214424, -0.01943310908973217, -0.01294292975217104, 0.02802463062107563, -0.026461390778422356, -0.014176679775118828, -0.024953890591859818, -0.004797759931534529, -0.02200396917760372, -0.013178840279579163, -0.022399239242076874, 0.040772389620542526, -0.010964539833366871, -0.012361450120806694, 0.02101805992424488, -0.023387610912322998, -0.031346458941698074, -0.016264889389276505, -0.014157620258629322, -0.021829809993505478, -0.031132200732827187, -0.03074703924357891, -0.027183199301362038, 0.05889185890555382, -0.01755012944340706, -0.015151060186326504, -0.028523920103907585, 0.07001381367444992, 0.020657600834965706, -0.005349425133317709, -0.008036075159907341, -0.008098624646663666, -0.0051242997869849205, -0.0065101999789476395, -0.006564974784851074, -0.006461475044488907, -0.010451775044202805, -0.004557425156235695, -0.0076049501076340675, -0.008123650215566158, -0.0050887251272797585, -0.006743974983692169, -0.0065195998176932335, -0.006598925217986107, -0.010272650048136711, -0.0033985250629484653, -0.00796080008149147, -0.007955900393426418, -0.005442250054329634, -0.006459124851971865, -0.0065414500422775745, -0.006395274773240089, -0.010294624604284763, 0.0, 2187164.0]"
2920,1162060.395354025,"[-0.023092150688171387, -0.016208140179514885, 0.02537369914352894, -0.02735294960439205, -0.02130991965532303, -0.016476530581712723, 0.020038610324263573, -0.02666947990655899, -0.01314197015017271, -0.02402465045452118, -0.00810191035270691, -0.021578989923000336, -0.01241810992360115, -0.021990129724144936, 0.03691041097044945, -0.016830140724778175, -0.011436919681727886, 0.016981979832053185, -0.022881630808115005, -0.030287280678749084, -0.01540151983499527, -0.01348108984529972, -0.02125597931444645, -0.030193369835615158, -0.03256623074412346, -0.02853715978562832, 0.053638800978660583, -0.016830340027809143, -0.021336039528250694, -0.02972486987709999, 0.06544122099876404, 0.01582486927509308, -0.005383375100791454, -0.008059725165367126, -0.008120975457131863, -0.005130525212734938, -0.006521550007164478, -0.006583924870938063, -0.006475850008428097, -0.01047189999371767, -0.00457177497446537, -0.007624625228345394, -0.008140725083649158, -0.00510529987514019, -0.006758375093340874, -0.006534624844789505, -0.0066126747988164425, -0.010293824598193169, -0.0034083500504493713, -0.007977625355124474, -0.007975299842655659, -0.005452650133520365, -0.006472299806773663, -0.006558049935847521, -0.0064119501039385796, -0.010316524654626846, 0.0, 2187165.0]"
