,time,data
1260,1162057.153166275,"[0.02627510018646717, 0.003570720087736845, 0.05067059025168419, -0.00871433038264513, 0.003896839916706085, 0.010210580192506313, 0.04553189128637314, -0.011568110436201096, -0.011728079989552498, -0.020826950669288635, 0.010173159651458263, -0.01218423992395401, -0.00590411014854908, -0.012240109965205193, 0.05142699182033539, 0.00653566000983119, -0.005542050115764141, 0.03462817892432213, -0.01356216985732317, -0.028871560469269753, -0.011062989942729473, -0.005987150128930807, -0.012064940296113491, -0.027360569685697556, -0.015540010295808315, -0.012721899896860123, 0.06974241882562637, -0.013558589853346348, 0.0006016099941916764, -0.012151169590651989, 0.07905658334493637, 0.03263923153281212, -0.005361224990338087, -0.00804467499256134, -0.008102799765765667, -0.005131225101649761, -0.006505399942398071, -0.006563425064086914, -0.006460525095462799, -0.010461474768817425, -0.004549175035208464, -0.0076078251004219055, -0.008129649795591831, -0.005095525179058313, -0.006738000083714724, -0.006513900123536587, -0.006596050225198269, -0.010282425209879875, -0.003423799993470311, -0.007967225275933743, -0.007961399853229523, -0.00545047502964735, -0.006455575115978718, -0.006542399991303682, -0.006390925031155348, -0.010301000438630581, 0.0, 2185505.0]"
1261,1162057.1551194,"[0.033123038709163666, 0.005546510219573975, 0.05296808108687401, -0.006563209928572178, 0.008236760273575783, 0.01341393031179905, 0.048028748482465744, -0.010750940069556236, -0.012580029666423798, -0.021819259971380234, 0.011556359939277172, -0.0123422397300601, -0.006817279849201441, -0.012394240126013756, 0.052545659244060516, 0.008617590181529522, -0.006859189830720425, 0.03542863950133324, -0.014036339707672596, -0.02974352054297924, -0.012105690315365791, -0.006890320219099522, -0.012821179814636707, -0.028317470103502274, -0.013736370019614697, -0.011183490045368671, 0.07150032371282578, -0.014247939921915531, 0.0025373599492013454, -0.00932580977678299, 0.08060114085674286, 0.03396248072385788, -0.005328900180757046, -0.008031549863517284, -0.008090024814009666, -0.005129250232130289, -0.006494024768471718, -0.006555125117301941, -0.00645347498357296, -0.01044404972344637, -0.004528624936938286, -0.0075957500375807285, -0.008119800128042698, -0.00509114982560277, -0.006726650055497885, -0.006507374811917543, -0.006590050179511309, -0.01026885025203228, -0.0034033749252557755, -0.007957049645483494, -0.007952975109219551, -0.005452299956232309, -0.006446824874728918, -0.006531849969178438, -0.006381699815392494, -0.010286024771630764, 0.0, 2185506.0]"
1262,1162057.157072525,"[0.010896249674260616, -0.004263020120561123, 0.048073660582304, -0.01627524010837078, -0.005816739983856678, 0.003940800204873085, 0.04306571185588837, -0.018518539145588875, -0.013465739786624908, -0.02363852970302105, 0.00624475022777915, -0.017268719151616096, -0.010481609962880611, -0.017451150342822075, 0.049365609884262085, 0.0031529900152236223, -0.01016078982502222, 0.03177136927843094, -0.01864447072148323, -0.0306048896163702, -0.014623359777033329, -0.010946590453386307, -0.017291299998760223, -0.029892630875110626, -0.01964621990919113, -0.01708848960697651, 0.06823504716157913, -0.01595574989914894, -0.0024793599732220173, -0.01698034070432186, 0.07762645930051804, 0.0304756797850132, -0.005329974927008152, -0.00803030002862215, -0.008088800124824047, -0.0051218499429523945, -0.006497425027191639, -0.006556749809533358, -0.006455524824559689, -0.010443099774420261, -0.004528624936938286, -0.0075958501547575, -0.008116775192320347, -0.005088024772703648, -0.006727925036102533, -0.006511049810796976, -0.00659224996343255, -0.01026967540383339, -0.003389975056052208, -0.007956149987876415, -0.007952299900352955, -0.005446049850434065, -0.006449600216001272, -0.0065333000384271145, -0.0063820998184382915, -0.010286999866366386, 0.0, 2185507.0]"
1263,1162057.15902565,"[-0.015626920387148857, -0.01403994020074606, 0.038720231503248215, -0.02544742077589035, -0.01840708963572979, -0.010582310147583485, 0.03344162181019783, -0.02543143928050995, -0.013703309930860996, -0.02436511032283306, -0.0023497301153838634, -0.021048810333013535, -0.012507850304245949, -0.02143443003296852, 0.04384249821305275, -0.006468980107456446, -0.011702110059559345, 0.025482099503278732, -0.02234221063554287, -0.030800700187683105, -0.015663519501686096, -0.013479449786245823, -0.020814569666981697, -0.030536970123648643, -0.02858825959265232, -0.02536533959209919, 0.061832621693611145, -0.016817640513181686, -0.011473190039396286, -0.026702839881181717, 0.07189895957708359, 0.0237665306776762, -0.005340099800378084, -0.008032349869608879, -0.008095050230622292, -0.005116899963468313, -0.006502349860966206, -0.006559675093740225, -0.006458799820393324, -0.010444849729537964, -0.004527850076556206, -0.007601299788802862, -0.008119274862110615, -0.005102050025016069, -0.006733625195920467, -0.006513199768960476, -0.006592600140720606, -0.010270475409924984, -0.003389225108548999, -0.007957049645483494, -0.007955425418913364, -0.005445749964565039, -0.006454424932599068, -0.006536825094372034, -0.006385175045579672, -0.010291025042533875, 0.0, 2185508.0]"
1264,1162057.160978775,"[-0.02185063064098358, -0.015847140923142433, 0.031290821731090546, -0.02700166031718254, -0.020627440884709358, -0.015929369255900383, 0.025697089731693268, -0.02644391916692257, -0.013132159598171711, -0.023955129086971283, -0.007258680183440447, -0.021408729255199432, -0.012355109676718712, -0.021850520744919777, 0.03963717818260193, -0.013640129938721657, -0.01138004008680582, 0.020889559760689735, -0.022704219445586205, -0.03021113947033882, -0.0153216402977705, -0.01346185989677906, -0.021127069368958473, -0.030118070542812347, -0.03208333998918533, -0.028181109577417374, 0.056426141411066055, -0.016602829098701477, -0.018328439444303513, -0.029282700270414352, 0.06715147942304611, 0.018446270376443863, -0.005369950085878372, -0.008046574890613556, -0.008108650334179401, -0.005111674778163433, -0.006514749955385923, -0.0065748500637710094, -0.0064703249372541904, -0.010462099686264992, -0.004546875134110451, -0.007616700138896704, -0.008133900351822376, -0.005111500155180693, -0.006747275125235319, -0.006527400109916925, -0.00660084979608655, -0.010286524891853333, -0.0034140499774366617, -0.007970649749040604, -0.007968200370669365, -0.005454599857330322, -0.006467475090175867, -0.006550750229507685, -0.006398399826139212, -0.010308025404810905, 0.0, 2185509.0]"
1265,1162057.1629319,"[-0.021900439634919167, -0.015274349600076675, 0.028909530490636826, -0.026419509202241898, -0.020260710269212723, -0.015761220827698708, 0.023072950541973114, -0.02568499930202961, -0.012233899906277657, -0.02306675910949707, -0.007626660168170929, -0.020668309181928635, -0.011479060165584087, -0.021095210686326027, 0.03833333030343056, -0.015683529898524284, -0.010423759929835796, 0.0199443306773901, -0.02189061976969242, -0.029301969334483147, -0.014450290240347385, -0.012579159811139107, -0.020239219069480896, -0.029219409450888634, -0.03185877948999405, -0.027850700542330742, 0.05431253835558891, -0.01585257053375244, -0.020359599962830544, -0.02900587022304535, 0.06535489112138748, 0.01694275066256523, -0.005391850136220455, -0.008054175414144993, -0.008117900229990482, -0.005118300206959248, -0.0065206498838961124, -0.006578024942427874, -0.006475950125604868, -0.01047312468290329, -0.0045680999755859375, -0.0076217250898480415, -0.008143925108015537, -0.005109874997287989, -0.006750974804162979, -0.006531975232064724, -0.006604399997740984, -0.010294349864125252, -0.00343107501976192, -0.007976450026035309, -0.007973475381731987, -0.005457350052893162, -0.0064731501042842865, -0.006555474828928709, -0.006405400112271309, -0.010317799635231495, 0.0, 2185510.0]"
1266,1162057.164885025,"[-0.01975703053176403, -0.013827510178089142, 0.03241803124547005, -0.025043979287147522, -0.01868027076125145, -0.013817920349538326, 0.02649190090596676, -0.024251220747828484, -0.011482260189950466, -0.022168060764670372, -0.005371930077672005, -0.019543759524822235, -0.010392160154879093, -0.01989606022834778, 0.040444761514663696, -0.01244346983730793, -0.00928920041769743, 0.022868840023875237, -0.020605219528079033, -0.028565069660544395, -0.013516499660909176, -0.011359039694070816, -0.018772220239043236, -0.028332559391856194, -0.0303654707968235, -0.026468750089406967, 0.05640843138098717, -0.015016010031104088, -0.017031870782375336, -0.027865339070558548, 0.06727290898561478, 0.01975158043205738, -0.005388250108808279, -0.008062925189733505, -0.008126550354063511, -0.005133324768394232, -0.006523650139570236, -0.006581449881196022, -0.006477974820882082, -0.010483674705028534, -0.004578074906021357, -0.00762944994494319, -0.008149624802172184, -0.005106300115585327, -0.006754150148481131, -0.0065349251963198185, -0.0066101751290261745, -0.010306100361049175, -0.003442100016400218, -0.00798067543655634, -0.00797902513295412, -0.005457025021314621, -0.006475099828094244, -0.006561050191521645, -0.006407950073480606, -0.010327800177037716, 0.0, 2185511.0]"
1267,1162057.16683815,"[-0.010270760394632816, -0.009501299820840359, 0.040026288479566574, -0.021325889974832535, -0.014418300241231918, -0.006341959815472364, 0.03425448015332222, -0.020694270730018616, -0.011204879730939865, -0.02144698053598404, 0.0006126000080257654, -0.01729598082602024, -0.008799560368061066, -0.017420019954442978, 0.045031361281871796, -0.004780120216310024, -0.007713609840720892, 0.028082050383090973, -0.018074609339237213, -0.02832821011543274, -0.012541219592094421, -0.009266969747841358, -0.016050249338150024, -0.027693120762705803, -0.025551989674568176, -0.022219529375433922, 0.06178634986281395, -0.014319759793579578, -0.009733839891850948, -0.024250319227576256, 0.0720369815826416, 0.025319870561361313, -0.005384074989706278, -0.00805789977312088, -0.00811852514743805, -0.005136474967002869, -0.006518275011330843, -0.006572950165718794, -0.006470025051385164, -0.010475300252437592, -0.0045754751190543175, -0.007623924873769283, -0.008143199607729912, -0.005094524938613176, -0.006749224849045277, -0.006527924910187721, -0.006604774855077267, -0.010301399976015091, -0.0034155999310314655, -0.007975375279784203, -0.007971400395035744, -0.005467849783599377, -0.006465650163590908, -0.006554725114256144, -0.006396450102329254, -0.010320800356566906, 0.0, 2185512.0]"
1268,1162057.168791275,"[0.014521029777824879, -0.00030412001069635153, 0.04802937060594559, -0.012641089968383312, -0.0020309900864958763, 0.005804880056530237, 0.042574528604745865, -0.014116980135440826, -0.011443260125815868, -0.02085971087217331, 0.007740870118141174, -0.01362788025289774, -0.006706609856337309, -0.013536030426621437, 0.049805041402578354, 0.003642840078100562, -0.005953719839453697, 0.033025629818439484, -0.01468086987733841, -0.028607560321688652, -0.01133321039378643, -0.006599420215934515, -0.012891819700598717, -0.027307609096169472, -0.017985809594392776, -0.01525397039949894, 0.06768392771482468, -0.01372637040913105, -0.0019622601103037596, -0.01567116007208824, 0.07723312079906464, 0.030801840126514435, -0.005364275071769953, -0.008049975149333477, -0.008107274770736694, -0.005130525212734938, -0.006513500120490789, -0.00656664976850152, -0.006464750040322542, -0.010468550026416779, -0.004565975163131952, -0.0076137748546898365, -0.008134025149047375, -0.005095175001770258, -0.006744250189512968, -0.006520099937915802, -0.006598175037652254, -0.010295375250279903, -0.0033977751154452562, -0.007969100028276443, -0.007964099757373333, -0.005459025036543608, -0.0064580999314785, -0.006548650097101927, -0.0063895247876644135, -0.010309824720025063, 0.0, 2185513.0]"
1269,1162057.1707444,"[0.03308514133095741, 0.006507120095193386, 0.0531131811439991, -0.005658760201185942, 0.009949009865522385, 0.014025630429387093, 0.04796069115400314, -0.009733430109918118, -0.012109019793570042, -0.020995819941163063, 0.011963799595832825, -0.011525020003318787, -0.005925210192799568, -0.011367949657142162, 0.05267037823796272, 0.008827930316329002, -0.0057745701633393764, 0.03576694056391716, -0.01315486989915371, -0.029302360489964485, -0.011052469722926617, -0.0056462399661540985, -0.011723769828677177, -0.027608240023255348, -0.012981340289115906, -0.010604220442473888, 0.07149629294872284, -0.013626519590616226, 0.0028167199343442917, -0.008514810353517532, 0.08056209236383438, 0.0340590700507164, -0.005345125216990709, -0.00803382508456707, -0.008091525174677372, -0.005129049997776747, -0.006499399896711111, -0.006552250124514103, -0.006451224908232689, -0.010450850240886211, -0.004544300027191639, -0.007602375000715256, -0.008121075108647346, -0.005097975023090839, -0.006730975117534399, -0.006508424878120422, -0.006588200107216835, -0.010279100388288498, -0.0034052750561386347, -0.00795767456293106, -0.007953350432217121, -0.005450049880892038, -0.006447724997997284, -0.0065391999669373035, -0.006380400154739618, -0.010290024802088737, 0.0, 2185514.0]"
1270,1162057.172697525,"[0.02625551074743271, 0.0028055699076503515, 0.052138980478048325, -0.009272290393710136, 0.005322469864040613, 0.011490019969642162, 0.047072578221559525, -0.01321983989328146, -0.013072780333459377, -0.022734850645065308, 0.010241510346531868, -0.014240260235965252, -0.008505909703671932, -0.014154910109937191, 0.05176724120974541, 0.00739397993311286, -0.008467510342597961, 0.034496009349823, -0.015883829444646835, -0.030266249552369118, -0.013289250433444977, -0.008428090251982212, -0.01447771955281496, -0.029130669310688972, -0.014833459630608559, -0.012570749968290329, 0.07092198729515076, -0.01507531013339758, 0.0014629099750891328, -0.010627590119838715, 0.08001848310232162, 0.03314980864524841, -0.005340899806469679, -0.008028174750506878, -0.008089499548077583, -0.00511790020391345, -0.006497900001704693, -0.006553050130605698, -0.006450450047850609, -0.010447599925100803, -0.004530699923634529, -0.007601900026202202, -0.008117425255477428, -0.005104349926114082, -0.006728599779307842, -0.006510649807751179, -0.006586974952369928, -0.010275824926793575, -0.0033997499849647284, -0.007955174893140793, -0.00795034971088171, -0.005448250100016594, -0.006450150161981583, -0.006540774833410978, -0.006380800157785416, -0.010285899974405766, 0.0, 2185515.0]"
1271,1162057.17465065,"[-0.0038053300231695175, -0.00964147038757801, 0.044326428323984146, -0.02137083001434803, -0.012552560307085514, -0.002662070095539093, 0.03907373175024986, -0.022485550493001938, -0.013734959997236729, -0.02421664074063301, 0.0024839299730956554, -0.01960699073970318, -0.011882999911904335, -0.019795440137386322, 0.04697545990347862, -0.0009269900037907064, -0.01131736021488905, 0.028978589922189713, -0.02098236046731472, -0.03088817000389099, -0.015392149798572063, -0.012544370256364346, -0.019356589764356613, -0.0304231196641922, -0.023592449724674225, -0.021016040816903114, 0.06559587270021439, -0.016570650041103363, -0.006290399935096502, -0.021623890846967697, 0.07524161040782928, 0.02752424031496048, -0.005333600100129843, -0.008025924675166607, -0.008092150092124939, -0.005115025211125612, -0.006497799884527922, -0.006554650142788887, -0.006450599990785122, -0.010444275103509426, -0.004527899902313948, -0.007601549848914146, -0.00811852514743805, -0.005102724768221378, -0.00673322519287467, -0.006511949934065342, -0.006584899965673685, -0.010272650048136711, -0.003400250105187297, -0.007952949963510036, -0.007948624901473522, -0.0054478999227285385, -0.006449100095778704, -0.006540474947541952, -0.006380325183272362, -0.010286225005984306, 0.0, 2185516.0]"
1272,1162057.176603775,"[-0.02033103071153164, -0.015537849627435207, 0.034929659217596054, -0.0267513208091259, -0.020078519359230995, -0.014309070073068142, 0.0293470099568367, -0.026397980749607086, -0.013572179712355137, -0.024342050775885582, -0.005302730016410351, -0.021564949303865433, -0.012679290026426315, -0.021954810246825218, 0.04161005839705467, -0.010284430347383022, -0.011784889735281467, 0.022859329357743263, -0.022909540683031082, -0.03067212924361229, -0.015682559460401535, -0.013739570043981075, -0.021282240748405457, -0.030516989529132843, -0.03093901090323925, -0.027388840913772583, 0.05906346067786217, -0.016874829307198524, -0.015134490095078945, -0.02859329991042614, 0.0694308802485466, 0.02076840028166771, -0.00535129988566041, -0.008040400221943855, -0.00810530036687851, -0.005124249961227179, -0.006508450023829937, -0.006567299831658602, -0.00646184990182519, -0.010457774624228477, -0.004551774822175503, -0.007614674977958202, -0.008130400441586971, -0.0051114000380039215, -0.006745025049895048, -0.006524850148707628, -0.006597024854272604, -0.010288050398230553, -0.0034110250417143106, -0.007964574731886387, -0.007960500195622444, -0.005448350217193365, -0.006460399832576513, -0.006553249899297953, -0.0063915248028934, -0.010302199982106686, 0.0, 2185517.0]"
1273,1162057.1785569,"[-0.022187670692801476, -0.015745580196380615, 0.029624810442328453, -0.026892440393567085, -0.02069126069545746, -0.016116410493850708, 0.023747829720377922, -0.026241660118103027, -0.01277650985866785, -0.023611759766936302, -0.007766160182654858, -0.02118965983390808, -0.01205339003354311, -0.02161007933318615, 0.03872630000114441, -0.015156970359385014, -0.011043059639632702, 0.019883550703525543, -0.022460859268903732, -0.02984395995736122, -0.014999140053987503, -0.013166570104658604, -0.020817240700125694, -0.02978312037885189, -0.03217129036784172, -0.028181370347738266, 0.055084228515625, -0.016309719532728195, -0.019851170480251312, -0.0293168593198061, 0.06592704355716705, 0.017110010609030724, -0.00537597481161356, -0.008050650358200073, -0.008113674819469452, -0.005132224876433611, -0.006515675224363804, -0.006572274956852198, -0.00646762503311038, -0.010467074811458588, -0.004577424842864275, -0.007622149772942066, -0.008139724843204021, -0.005096400156617165, -0.00675030006095767, -0.006531300023198128, -0.006604175083339214, -0.010297275148332119, -0.0034306750167161226, -0.00797164998948574, -0.007971599698066711, -0.005459675099700689, -0.006468750070780516, -0.006558475084602833, -0.00639697490260005, -0.010313425213098526, 0.0, 2185518.0]"
1274,1162057.180510025,"[-0.021186549216508865, -0.014733639545738697, 0.02997967042028904, -0.025890309363603592, -0.01970437914133072, -0.015158110298216343, 0.023894669488072395, -0.025141220539808273, -0.011871060356497765, -0.02263866923749447, -0.006899570114910603, -0.020231539383530617, -0.011025669984519482, -0.02062053047120571, 0.039022378623485565, -0.014741909690201283, -0.009965700097382069, 0.020856080576777458, -0.021382320672273636, -0.028930120170116425, -0.014043799601495266, -0.012105160392820835, -0.01966238021850586, -0.028815440833568573, -0.0313589908182621, -0.027334969490766525, 0.05490979179739952, -0.01543882954865694, -0.019351420924067497, -0.02860907092690468, 0.06579951196908951, 0.017667090520262718, -0.005390299949795008, -0.008063250221312046, -0.00812270026654005, -0.005134399980306625, -0.0065222252160310745, -0.006580574903637171, -0.006472624838352203, -0.010480275377631187, -0.004587024915963411, -0.007630299776792526, -0.008147899992763996, -0.005095350090414286, -0.006757774855941534, -0.006537274923175573, -0.006608949974179268, -0.010307500138878822, -0.0034203999675810337, -0.007981300354003906, -0.007984374649822712, -0.005474349949508905, -0.0064755999483168125, -0.0065633500926196575, -0.006404525134712458, -0.010325400158762932, 0.0, 2185519.0]"
1275,1162057.18246315,"[-0.01714223064482212, -0.01245099026709795, 0.035799380391836166, -0.023862039670348167, -0.017348719760775566, -0.011248989962041378, 0.02974057011306286, -0.02310531958937645, -0.011320189572870731, -0.021826300770044327, -0.002863170113414526, -0.018764149397611618, -0.009777490049600601, -0.019032200798392296, 0.04251654073596001, -0.00911279022693634, -0.008692960254848003, 0.02522329054772854, -0.019653169438242912, -0.0284056905657053, -0.013130010105669498, -0.010605390183627605, -0.017710920423269272, -0.0280354805290699, -0.028652939945459366, -0.024916190654039383, 0.05881858989596367, -0.014653399586677551, -0.013746639713644981, -0.026746349409222603, 0.06925752013921738, 0.02209440991282463, -0.005396475084125996, -0.008059900254011154, -0.00812475010752678, -0.005131524987518787, -0.006518649868667126, -0.0065789250656962395, -0.006470500025898218, -0.010477574542164803, -0.004580500070005655, -0.007626925129443407, -0.008147000335156918, -0.005110075231641531, -0.006752524990588427, -0.006532649975270033, -0.006606800016015768, -0.010303474962711334, -0.003443049965426326, -0.007980650290846825, -0.007981900125741959, -0.005470174830406904, -0.006474425084888935, -0.006558124907314777, -0.0064009749330580235, -0.010322599671781063, 0.0, 2185520.0]"
1276,1162057.184416275,"[0.00040424999315291643, -0.005227670073509216, 0.044189829379320145, -0.01736891083419323, -0.008989090099930763, -0.00017239000590052456, 0.038444988429546356, -0.017720989882946014, -0.011285950429737568, -0.021128470078110695, 0.004505670163780451, -0.015542949549853802, -0.007709899917244911, -0.01560255978256464, 0.047599878162145615, -0.00032473000464960933, -0.00682679982855916, 0.030756710097193718, -0.016365110874176025, -0.02841630019247532, -0.011982260271906853, -0.008009839802980423, -0.014354719780385494, -0.027471130713820457, -0.02168894000351429, -0.018531760200858116, 0.06494853645563126, -0.013958020135760307, -0.005520250182598829, -0.020271580666303635, 0.07467406243085861, 0.02809637039899826, -0.005378774832934141, -0.008054524660110474, -0.00812162458896637, -0.005137875210493803, -0.006517800036817789, -0.006576850078999996, -0.0064675998874008656, -0.010473725385963917, -0.004561224952340126, -0.007621400058269501, -0.0081429248675704, -0.005104674957692623, -0.00674760015681386, -0.006529349833726883, -0.00660177506506443, -0.010298674926161766, -0.003448724979534745, -0.007979274727404118, -0.007974774576723576, -0.00545554980635643, -0.006469674874097109, -0.006554500199854374, -0.0063946000300347805, -0.010317725129425526, 0.0, 2185521.0]"
1277,1162057.1863694,"[0.02554004080593586, 0.00414456008002162, 0.05117997154593468, -0.008040719665586948, 0.006003320217132568, 0.011336159892380238, 0.045869939029216766, -0.011320419609546661, -0.011737490072846413, -0.02067584916949272, 0.01071603037416935, -0.01206129975616932, -0.0058339801616966724, -0.012040169909596443, 0.05173075944185257, 0.0070106699131429195, -0.005558460019528866, 0.03488351032137871, -0.013479259796440601, -0.02890487015247345, -0.010898159816861153, -0.005895909853279591, -0.011829360388219357, -0.0272674597799778, -0.014638209715485573, -0.011839370243251324, 0.0701451376080513, -0.013382529839873314, 0.0012320600217208266, -0.010886589996516705, 0.0792827308177948, 0.03278667852282524, -0.005345474928617477, -0.008038274943828583, -0.00810327474027872, -0.005135075189173222, -0.0065073249861598015, -0.006562625057995319, -0.006453100126236677, -0.010458550415933132, -0.004542274866253138, -0.007609100081026554, -0.008129225112497807, -0.005096075125038624, -0.006735574919730425, -0.006517075002193451, -0.006589024793356657, -0.010281099937856197, -0.0034130499698221684, -0.007964099757373333, -0.007959675043821335, -0.005458800122141838, -0.006456799805164337, -0.006542250048369169, -0.006382775027304888, -0.010300424881279469, 0.0, 2185522.0]"
1278,1162057.188322525,"[0.03429118171334267, 0.007211360149085522, 0.05404077097773552, -0.004793920088559389, 0.012565170414745808, 0.015811439603567123, 0.04906262084841728, -0.009791409596800804, -0.012598009780049324, -0.021551629528403282, 0.012757929973304272, -0.011743339709937572, -0.006427039857953787, -0.011738119646906853, 0.053246088325977325, 0.009781120344996452, -0.006671159993857145, 0.036102790385484695, -0.013575360178947449, -0.02978825941681862, -0.01176157034933567, -0.006523959804326296, -0.01221975963562727, -0.028167590498924255, -0.012135989964008331, -0.009516960009932518, 0.07234270870685577, -0.013941239565610886, 0.003751979907974601, -0.0068419999442994595, 0.08121942728757858, 0.03453288972377777, -0.0053321002051234245, -0.008029299788177013, -0.008093399927020073, -0.005118324887007475, -0.006500349845737219, -0.006556124892085791, -0.006450925022363663, -0.010450474917888641, -0.004530924838036299, -0.007602250203490257, -0.008121250197291374, -0.005090524908155203, -0.006731200031936169, -0.006512974854558706, -0.006587100215256214, -0.010274799540638924, -0.003382574999704957, -0.00795502495020628, -0.007950425148010254, -0.005448025185614824, -0.006449350155889988, -0.006537150125950575, -0.006382674910128117, -0.010290524922311306, 1.0, 2185523.0]"
1279,1162057.19027565,"[0.012824390083551407, -0.0024320699740201235, 0.049304381012916565, -0.01440236996859312, -0.0015601899940520525, 0.0066709499806165695, 0.044335659593343735, -0.017498789355158806, -0.013542840257287025, -0.02359485998749733, 0.007528869900852442, -0.016714809462428093, -0.01025800034403801, -0.01682526059448719, 0.05016084015369415, 0.004461419768631458, -0.010130819864571095, 0.03243263065814972, -0.01826643943786621, -0.03071288950741291, -0.014542689546942711, -0.010731260292232037, -0.016779160127043724, -0.029914500191807747, -0.01798482984304428, -0.015335380099713802, 0.06913699209690094, -0.015873519703745842, -0.0011985800229012966, -0.014458619989454746, 0.07832270860671997, 0.03108811005949974, -0.0053229001350700855, -0.008020174689590931, -0.008087525144219398, -0.005109900142997503, -0.006499174982309341, -0.006554624997079372, -0.006451025139540434, -0.010442324914038181, -0.004526224918663502, -0.0075951251201331615, -0.00811340007930994, -0.00508415000513196, -0.00672722514718771, -0.006508550141006708, -0.006586224772036076, -0.010266649536788464, -0.00337895005941391, -0.007948225364089012, -0.00794417504221201, -0.0054436251521110535, -0.0064447252079844475, -0.00653635011985898, -0.006384124979376793, -0.010283824987709522, 0.0, 2185524.0]"
1280,1162057.192228775,"[-0.015485010109841824, -0.013662739656865597, 0.03944043815135956, -0.02506461925804615, -0.01748259924352169, -0.009338660165667534, 0.034209251403808594, -0.025316359475255013, -0.013841980136930943, -0.024487679824233055, -0.001776880002580583, -0.021059459075331688, -0.012608310207724571, -0.021405719220638275, 0.044302091002464294, -0.005759960040450096, -0.011907920241355896, 0.025644490495324135, -0.02241360954940319, -0.030963219702243805, -0.015798339620232582, -0.013621670193970203, -0.020818090066313744, -0.03068321943283081, -0.027826720848679543, -0.024618620052933693, 0.06232412904500961, -0.016903700307011604, -0.010810259729623795, -0.025895459577441216, 0.07225018739700317, 0.023930629715323448, -0.005331225227564573, -0.008029099553823471, -0.008095599710941315, -0.005126200150698423, -0.006507474929094315, -0.006562475115060806, -0.006459950003772974, -0.010449875146150589, -0.004538900218904018, -0.007604225073009729, -0.008120975457131863, -0.005095925182104111, -0.006735050119459629, -0.006515825167298317, -0.006595099810510874, -0.010274900123476982, -0.00337242498062551, -0.007957074791193008, -0.007952424697577953, -0.005455974955111742, -0.0064540752209723, -0.006545300129801035, -0.006391650065779686, -0.010293024592101574, 0.0, 2185525.0]"
1281,1162057.1941819,"[-0.021991560235619545, -0.015923749655485153, 0.0315970703959465, -0.027059320360422134, -0.020655009895563126, -0.01583009958267212, 0.025984909385442734, -0.02656584046781063, -0.013279760256409645, -0.024090539664030075, -0.00714574009180069, -0.021537460386753082, -0.012502140365540981, -0.021947689354419708, 0.03991574048995972, -0.01331423968076706, -0.011592090129852295, 0.020691780373454094, -0.022853510454297066, -0.030365880578756332, -0.01548215001821518, -0.013646209612488747, -0.02124645933508873, -0.03027977980673313, -0.032021161168813705, -0.0281266700476408, 0.0566527284681797, -0.01670989952981472, -0.01810052990913391, -0.029303690418601036, 0.06728468835353851, 0.018271129578351974, -0.0053552500903606415, -0.008042475208640099, -0.00810755044221878, -0.005127349868416786, -0.00651267496868968, -0.006567350123077631, -0.006464649923145771, -0.010458599776029587, -0.004548225086182356, -0.007613549940288067, -0.008132349699735641, -0.005091399885714054, -0.006743900012224913, -0.00652319984510541, -0.006600600201636553, -0.010283499956130981, -0.0034032000694423914, -0.007966174744069576, -0.007962275296449661, -0.0054628499783575535, -0.00646085012704134, -0.006552349776029587, -0.006396324839442968, -0.010303025133907795, 0.0, 2185526.0]"
1282,1162057.196135025,"[-0.022075919434428215, -0.015378179959952831, 0.02877320908010006, -0.026498809456825256, -0.020404359325766563, -0.015815889462828636, 0.022848030552268028, -0.025801360607147217, -0.012330370023846626, -0.023153970018029213, -0.007686249911785126, -0.020775869488716125, -0.011586619541049004, -0.021169699728488922, 0.03841520845890045, -0.015752939507365227, -0.010597780346870422, 0.019456639885902405, -0.021997949108481407, -0.02939487062394619, -0.014575430192053318, -0.012732120230793953, -0.020330259576439857, -0.02933545969426632, -0.031931038945913315, -0.027891140431165695, 0.054191939532756805, -0.01592404954135418, -0.02052883990108967, -0.029122279956936836, 0.06519246101379395, 0.01643352024257183, -0.00537767494097352, -0.008058900013566017, -0.008122649975121021, -0.005119175184518099, -0.006525225006043911, -0.0065801749005913734, -0.006475899834185839, -0.010477675125002861, -0.004567774944007397, -0.007624424993991852, -0.0081452252343297, -0.0050975251942873, -0.006757425144314766, -0.0065322997979819775, -0.006610274780541658, -0.010300274938344955, -0.0034242249093949795, -0.007981725037097931, -0.007976549677550793, -0.005455724895000458, -0.006470649968832731, -0.00656202482059598, -0.0064060501754283905, -0.010322324931621552, 0.0, 2185527.0]"
